Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
13.04486833,-18.45129776,5.5956707,25.39793205,31.88756611
13.05486533,-19.11272812,5.700557709,24.80143547,31.82615176
13.06486133,-19.76934052,5.738082886,24.17928696,31.75516237
13.07485733,-20.40953827,5.667001724,23.54717255,31.67228277
13.08485433,-21.10995865,5.593130112,22.78674316,31.56183015
13.09485033,-21.10995865,5.593130112,22.78674316,31.56183015
13.10484721,-21.73344803,5.493085861,22.07110977,31.45871329
13.11484421,-22.39878845,5.368310928,21.51057816,31.51554313
13.12484021,-22.89522934,4.983683586,21.09235764,31.5264362
13.13483621,-23.26888657,4.363444328,20.82938004,31.53321742
13.14483221,-23.64630127,3.701931953,20.57531357,31.56256315
13.15482921,-24.00664139,3.095227242,20.01592255,31.40917729
13.16482521,-24.45273209,2.475172043,19.54431915,31.40132154
13.17482121,-24.87182999,1.791279793,19.05744553,31.3847549
13.18481821,-25.23059464,0.9976768494,18.61010742,31.36740925
13.19481421,-25.66983032,0.1320018768,18.09625435,31.40751558
13.20481021,-26.02460098,-0.7939310074,17.60340309,31.42912635
13.21480721,-26.33703995,-1.923032761,17.09721756,31.45874404
13.22480321,-26.5614624,-3.226388454,16.54670715,31.4597264
13.23479921,-26.68839645,-4.552812576,16.1631813,31.53168307
13.24479521,-26.69348907,-5.882680416,15.77398682,31.55894402
13.25479221,-26.59975052,-7.274308681,15.43029213,31.59994003
13.26478821,-26.49383163,-8.769826889,15.06997681,31.71651272
13.27478421,-26.23480988,-10.42590618,14.61808395,31.79077142
13.28478121,-25.85440445,-12.25666428,14.22915649,31.9553586
13.29477721,-25.1748848,-14.1511116,13.85436249,32.03079993
13.30477321,-24.37284088,-16.12155151,13.6537056,32.2546659
13.31477021,-23.30153275,-18.05926704,13.49241447,32.42134795
13.32476621,-22.16851807,-20.05366898,13.37777233,32.74992558
13.33476221,-20.84343719,-21.88960075,13.29808426,33.02184944
13.34475921,-19.40215302,-23.59056091,13.33415508,33.32803321
13.35475521,-17.94958115,-25.31575394,13.46321964,33.82799349
13.36475121,-16.47137451,-26.75328445,13.23421383,34.09089062
13.37474721,-15.02595806,-27.99772263,12.61920929,34.18912592
13.38474421,-13.74069786,-29.13024521,11.76612568,34.29022714
13.39474021,-12.48358822,-30.28607368,10.64591408,34.44447301
13.40473621,-11.23468685,-31.31284904,9.139725685,34.49996072
13.41473321,-10.02752781,-32.21796799,7.281480789,34.51910685
13.42472921,-8.835568428,-32.96794128,5.097305298,34.50992529
13.43472521,-7.605853081,-33.51085663,2.624479771,34.46323269
13.44472221,-6.389287949,-33.81316376,-0.1019563675,34.41167591
13.45471821,-5.252352715,-33.79536438,-3.150798798,34.34590799
13.46471421,-4.193152428,-33.29511261,-6.310592651,34.14631211
13.47471021,-3.262987137,-32.47155762,-9.577075958,34.01131463
13.48470721,-2.500909805,-31.31829071,-12.7923069,33.92245567
13.49470321,-1.820423841,-29.72166443,-15.97717476,33.79291927
13.50469921,-1.2564044,-27.89387512,-18.95319366,33.74715353
13.51469621,-0.742626667,-25.75583267,-21.73477364,33.7092687
13.52469221,-0.3526681662,-23.33364487,-24.32341576,33.70774261
13.53468821,-0.262499094,-20.70430756,-26.46493721,33.60253203
13.54468521,-0.5722191334,-17.87160873,-28.41716576,33.5746503
13.55468121,-1.159818649,-14.80527306,-30.002985,33.47716234
13.56467721,-1.96947217,-11.68418598,-31.37929344,33.54190036
13.57467321,-2.920755863,-8.841943741,-32.27760315,33.59396447
13.58467021,-4.023997307,-6.024362564,-32.84563446,33.63511858
13.59466621,-5.197089672,-3.340589523,-33.01222992,33.58536294
13.60466221,-6.417352676,-0.9096717834,-32.83853149,33.47206401
13.61465921,-7.627298355,1.175104141,-32.49691772,33.40069178
13.62465521,-8.860527992,2.930415154,-32.10427094,33.43322452
13.63465121,-9.983157158,4.2403965,-31.48452568,33.30044664
13.64464821,-11.0866003,5.293165207,-30.96730995,33.3152306
13.65464421,-12.12710953,6.022031784,-30.29995918,33.18763593
13.66464021,-13.21865368,6.679473877,-29.41215324,32.9305775
13.67463721,-14.42154598,7.293960571,-28.44069099,32.71170667
13.68463321,-15.62543583,7.801078796,-27.43842125,32.52503706
13.69462921,-16.62406921,8.333810806,-26.46959496,32.34890318
13.70462521,-17.43827438,8.728672028,-25.54844856,32.14041619
13.71462221,-18.05876541,9.02740097,-24.66629601,31.87536878
13.72461821,-18.5581398,9.24823761,-23.90634727,31.6456615
13.73461421,-18.87125397,9.416593552,-23.29958153,31.42716913
13.74461121,-19.09367371,9.622266769,-22.83355522,31.2814264
13.75460721,-19.22193909,9.738800049,-22.29696274,31.00776864
13.76460321,-19.40689087,9.915403366,-21.85819054,30.86621342
13.77460021,-19.60246277,10.01379395,-21.56899261,30.81808005
13.78459621,-19.8884201,9.969358444,-21.44748497,30.90197362
13.79459221,-20.14936447,9.866350174,-21.16563416,30.84357021
13.80458821,-20.41355896,9.62461853,-20.85949898,30.73215529
13.81458521,-20.72388077,9.348676682,-20.55595016,30.65002573
13.82458121,-21.07171631,9.060783386,-20.19901466,30.56329853
13.83457721,-21.47242355,8.793645859,-19.77812386,30.48880719
13.84457421,-21.84483719,8.535198212,-19.42098808,30.45030868
13.85457021,-22.17131042,8.263767242,-19.19468307,30.46789644
13.86456621,-22.40919495,7.985923767,-18.94213676,30.40972775
13.87456321,-22.66793823,7.785701752,-18.81880188,30.47293684
13.88455921,-22.89480591,7.625494003,-18.68079567,30.51708412
13.89455521,-23.08487701,7.451646805,-18.50930214,30.51283095
13.90455121,-23.22922516,7.30411911,-18.47250175,30.56436452
13.91454821,-23.3638916,7.067293167,-18.38896751,30.56095859
13.92454421,-23.49966812,6.819143295,-18.20033836,30.49569533
13.93454021,-23.64489365,6.488147736,-18.11985397,30.48780354
13.94453721,-23.83428955,6.217378616,-18.08308411,30.55694825
13.95453321,-24.02049637,5.937091827,-17.96475792,30.577211
13.96452921,-24.1302681,5.612571716,-17.89037704,30.55873673
13.97452621,-24.21243286,5.314662933,-17.87891197,30.5637537
13.98452221,-24.3347702,5.005125046,-17.79937744,30.56223413
13.99451821,-24.45427322,4.648515701,-17.64518166,30.51184381
14.00451421,-24.65083694,4.457652092,-17.47375488,30.54286388
14.01451121,-24.7951889,4.562497139,-17.19607735,30.51758262
14.02450721,-24.87546158,4.634865761,-16.80677223,30.37660551
14.03450321,-25.06236649,4.896160126,-16.55822372,30.43467382
14.04450021,-25.23297119,5.17808342,-16.27378082,30.46885829
14.05449621,-25.43832397,5.486476898,-15.94376755,30.51906747
14.06449221,-25.59100723,5.694673538,-15.64056015,30.52795571
14.07448921,-25.72556686,5.826683044,-15.47752571,30.58281916
14.08448521,-25.80957031,5.850063324,-15.20061111,30.51910449
14.09448121,-25.89193344,5.68195343,-15.06830978,30.49148688
14.10448108,-25.9802475,5.484514236,-14.91483688,30.45497522
14.11447708,-26.0945015,5.231342316,-14.73158646,30.41890186
14.12447308,-26.19165421,5.005393982,-14.47152519,30.33944232
14.13446908,-26.3706665,4.769574165,-14.1423912,30.30128906
14.14446608,-26.54697418,4.610184669,-13.88807678,30.31293977
14.15446208,-26.73948669,4.429026604,-13.64597511,30.34516538
14.16445808,-26.87638474,4.380742073,-13.42542648,30.3607153
14.17445508,-26.95287704,4.431490898,-13.18416786,30.3301496
14.18445108,-27.0249176,4.548763275,-12.93758392,30.30542025
14.19444708,-27.07374573,4.611362457,-12.87239265,30.33069178
14.20444408,-27.09765244,4.602642059,-12.82208443,30.32940702
14.21444008,-27.19996262,4.464015961,-12.77656746,30.38101514
14.22443608,-27.37485123,4.194135666,-12.53614616,30.3994772
14.23443208,-27.59714508,3.853889465,-12.17109871,30.40708017
14.24442908,-27.84829712,3.428469658,-11.85983276,30.46206969
14.25442508,-28.2192688,2.913825989,-11.43465805,30.58707109
14.26442108,-28.51692963,2.29220295,-10.90529442,30.61690572
14.27441808,-28.89017487,1.451579094,-10.19993591,30.67226725
14.28441408,-29.25004959,0.5384531021,-9.217412949,30.6727246
14.29441008,-29.67154694,-0.4068574905,-8.193231583,30.78465972
14.30440708,-30.04779434,-1.405625343,-7.008778572,30.8863838
14.31440308,-30.43995285,-2.358237267,-5.478193283,31.01874617
14.32439908,-30.74045181,-3.358875275,-3.356697083,31.10506126
14.33439508,-30.97263336,-4.333688259,-0.7452526093,31.2832267
14.34439208,-31.05467606,-5.148130894,1.934017658,31.53785949
14.35438808,-30.8832283,-5.994728565,4.631979942,31.7988333
14.36438408,-30.54838181,-6.829093456,7.256186485,32.13241962
14.37438108,-30.04016876,-7.641757965,9.526332855,32.42775388
14.38437708,-29.37158203,-8.624659538,11.47436714,32.69152313
14.39437308,-28.6953392,-9.671513557,12.94703865,32.93306054
14.40437008,-28.10412216,-10.87445927,13.9604187,33.21127575
14.41436608,-27.53372192,-11.90328121,14.76239109,33.43235166
14.42436208,-26.98729324,-12.88601685,15.5279026,33.69687205
14.43435908,-26.33202744,-13.87849426,16.25752831,33.91600652
14.44435508,-25.6544342,-14.69416618,16.86962318,34.03898795
14.45435108,-25.6544342,-14.69416618,16.86962318,34.03898795
14.46434708,-24.88516235,-15.52399731,17.58315659,34.19697638
14.47434408,-24.13124084,-16.21500015,18.31315231,34.36007221
14.48434008,-23.26107407,-16.94083023,19.06332016,34.51781382
14.49433608,-22.40129089,-17.63158798,19.79071617,34.70393602
14.50433308,-21.46529007,-18.35151863,20.52373886,34.91075437
14.51432908,-20.53495407,-18.91409111,21.20212173,35.0564851
14.52432508,-19.64390945,-19.48635864,21.83124733,35.24492462
14.53432208,-18.6823616,-19.95571899,22.41527557,35.3511801
14.54431808,-17.64624786,-20.50856781,23.06103516,35.55000365
14.55431408,-16.51219177,-21.13223267,23.78866959,35.84863366
14.56431108,-15.3624239,-21.63041306,24.4368763,36.06992875
14.57430708,-14.20522404,-22.07828522,24.9059639,36.18765129
14.58430308,-13.0365324,-22.46846771,25.41160774,36.33913904
14.59429908,-12.02050495,-22.72820282,25.811903,36.4323768
14.60429608,-11.08033657,-23.04295731,26.10264778,36.53901971
14.61429208,-10.24790764,-23.19524002,26.34199715,36.56418445
14.62428808,-9.408657074,-23.48812103,26.67661095,36.76759754
14.63428508,-8.538352013,-23.63344574,26.96354103,36.85750612
14.64428108,-7.636950493,-23.75295639,27.21374702,36.92037347
14.65427708,-6.750123978,-23.70727158,27.53099251,36.95340915
14.66427408,-5.918075085,-23.47521782,27.96330452,36.98723921
14.67427008,-5.102292538,-23.19071198,28.52445793,37.11451483
14.68426608,-4.13235569,-22.91612244,28.97470665,37.17201443
14.69426208,-2.915398598,-22.77974319,29.28162384,37.21330063
14.70425908,-1.831698418,-22.66090393,29.45064926,37.20500542
14.71425508,-0.8970820904,-22.6741848,29.51632881,37.23086192
14.72425108,-0.1905555725,-22.8008461,29.62472916,37.38367922
14.73424808,0.4858654737,-23.0148468,29.62292099,37.51581915
14.74424408,1.112259269,-23.26002693,29.53218651,37.60872257
14.75424008,1.681318521,-23.49645233,29.32637978,37.61577668
14.76423708,2.161926985,-23.61737061,29.18180847,37.60361776
14.77423308,2.773864031,-23.55737305,28.94604111,37.42348784
14.78422908,3.429738998,-23.53138733,28.86857986,37.40166043
14.79422608,4.205150604,-23.5264492,28.64814568,37.30808698
14.80422208,5.154930115,-23.55523682,28.47305107,37.31135381
14.81421808,6.180458069,-23.5738678,28.20825958,37.27775763
14.82421408,7.35412693,-23.61312866,27.85245323,37.24811645
14.83421108,8.553900719,-23.64504242,27.3636055,37.16213334
14.84420708,9.681657791,-23.67775917,26.77607727,37.03146083
14.85420308,10.78235722,-23.82211304,26.21340752,37.02559966
14.86420008,11.88688374,-23.94166183,25.62615776,37.02973316
14.87419608,12.90533447,-23.99947166,25.06166649,37.0217426
14.88419208,13.93545246,-23.97788239,24.41522408,36.94913863
14.89418908,15.04259586,-23.92127228,23.69042969,36.87469887
14.90418508,16.16203308,-23.72690392,22.98159599,36.77405386
14.91418108,17.3262558,-23.49656868,22.27021027,36.71852591
14.92417708,18.60470581,-23.23870468,21.5496788,36.74998136
14.93417408,19.84600449,-22.8908329,20.6679821,36.67450898
14.94417008,21.07827759,-22.3597374,19.81599808,36.56399079
14.95416608,22.31715393,-21.956707,18.91316223,36.57676923
14.96416308,23.42113113,-21.43933105,18.06824875,36.53294284
14.97415908,24.44807053,-20.98452377,17.10756302,36.47913243
14.98415508,25.27325439,-20.49381638,16.35415649,36.4169237
14.99415208,25.90203476,-20.0235424,15.6002388,36.2660324
15.00414808,26.39573288,-19.60186577,15.0262146,36.14906612
15.01414408,26.75164032,-19.25248718,14.62957764,36.06013123
15.02414008,27.06113434,-18.88641548,14.28311157,35.95843375
15.03413708,27.43351364,-18.57166862,14.05678558,35.98746681
15.04413308,27.78680038,-18.27854919,13.8794899,36.03958762
15.05412908,28.02865601,-18.10388947,13.63696289,36.04612501
15.06412608,28.25894928,-17.99021149,13.22801304,36.01661079
15.07412208,28.4392395,-17.84209442,12.8653574,35.95341566
15.08411808,28.51639175,-17.77248383,12.60387039,35.88737005
15.09411508,28.59408569,-17.71369171,12.49926662,35.88353769
15.10410821,28.64036942,-17.73100662,12.42458725,35.9030601
15.11410421,28.69474792,-17.70250893,12.18747902,35.85110913
15.12410121,28.72778702,-17.81326294,11.85728073,35.82168603
15.13409721,28.76185226,-17.95464325,11.43894577,35.78355544
15.14409321,28.81483841,-18.09993744,11.00614738,35.76363975
15.15408921,28.81986618,-18.26278305,10.69400215,35.75577734
15.16408621,28.87437057,-18.35859108,10.37800026,35.75569929
15.17408221,28.95841217,-18.40602112,9.957156181,35.72836699
15.18407821,29.134655,-18.41195488,9.395554543,35.72260698
15.19407521,29.32356644,-18.34607315,8.800879478,35.69181178
15.20407121,29.52579117,-18.39761162,8.119931221,35.72363
15.21406721,29.78258514,-18.6509037,7.359990597,35.90303676
15.22406421,29.93680954,-18.97888565,6.583724976,36.05213032
15.23406021,30.09694672,-19.14955139,5.672715664,36.12078658
15.24405621,30.20178604,-19.2786293,4.686166763,36.1354893
15.25405221,30.27980804,-19.43657684,3.493136406,36.15037063
15.26404921,30.31868362,-19.58499146,1.954324722,36.14711402
15.27404521,30.33315277,-19.77144241,-0.003916740417,36.20787356
15.28404121,30.17555237,-19.86771393,-2.453473091,36.21200834
15.29403821,29.8344574,-19.80457687,-5.359032631,36.20822205
15.30403421,29.29243469,-19.5991478,-8.277704239,36.20350414
15.31403021,28.44694519,-19.26848984,-11.34797668,36.18397389
15.32402721,27.34777832,-18.74409485,-14.26429749,36.09310535
15.33402321,25.99100494,-18.20119476,-17.14641762,36.06681946
15.34401921,24.45495224,-17.49625206,-19.86066628,36.03622608
15.35401621,22.80717468,-16.76964188,-22.27799797,36.02356589
15.36401221,21.00130844,-16.00279808,-24.54878044,36.05256057
15.37400821,19.04627609,-15.23374748,-26.46540642,35.98951837
15.38400421,17.13088036,-14.60004997,-28.03876686,35.95554155
15.39400121,15.23413372,-14.11695957,-29.35773277,35.96169978
15.40399721,13.3726368,-13.60096741,-30.4313755,35.91493205
15.41399321,11.72502804,-13.18905926,-31.2473774,35.88629489
15.42399021,10.31137848,-12.87254429,-31.89261436,35.90495472
15.43398621,9.138131142,-12.57590866,-32.41776276,35.95233319
15.44398221,8.245981216,-12.42884731,-32.73718262,35.97492985
15.45397921,7.505256653,-12.30775261,-32.87605286,35.89769496
15.46397521,7.057649612,-12.35962296,-32.96871185,35.90970146
15.47397121,6.695257187,-12.40522289,-33.01705933,35.90044889
15.48396821,6.368611813,-12.50882626,-33.03404999,35.89259547
15.49396421,6.042108536,-12.69509888,-33.0639801,35.92908837
15.50396021,5.748557568,-12.83685017,-33.04737091,35.91600424
15.51395621,5.475945473,-12.97565556,-33.02347565,35.90130304
15.52395321,5.111583233,-13.12722492,-33.03064728,35.90927425
15.53394921,4.696514606,-13.18486977,-32.98711395,35.8336117
15.54394521,4.234244347,-13.24005032,-32.9442749,35.75685957
15.55394221,3.87236166,-13.30159092,-32.95283508,35.74656411
15.56393821,3.666046381,-13.33495617,-32.95852661,35.74248772
15.57393421,3.660215139,-13.52517796,-32.91072083,35.7693047
15.58393121,3.958821535,-13.8186388,-32.71523285,35.73392655
15.59392721,4.326400757,-14.06263638,-32.54755402,35.7186052
15.60392321,4.735115051,-14.30183506,-32.23844147,35.584841
15.61392021,5.105498314,-14.67997169,-32.01207733,35.58568219
15.62391621,5.40585041,-14.89084625,-31.75292015,35.48532737
15.63391221,5.641941547,-15.11581612,-31.55108452,35.43713216
15.64390821,5.772349834,-15.22647667,-31.47296333,35.43604147
15.65390521,5.841874599,-15.36495972,-31.44281578,35.48041925
15.66390121,5.901003361,-15.47523975,-31.36182976,35.46645248
15.67389721,5.988403797,-15.57846451,-31.27946281,35.45355173
15.68389421,6.057052135,-15.70215797,-31.24260521,35.48726569
15.69389021,6.206097603,-15.94130516,-31.06614876,35.46472129
15.70388621,6.410597801,-16.19249535,-30.96025658,35.52224876
15.71388321,6.669218063,-16.48524284,-30.82333565,35.58538635
15.72387921,6.891008377,-16.68568039,-30.71872902,35.63058011
15.73387521,7.098234177,-16.86245346,-30.51205254,35.57685505
15.74387221,7.307918549,-17.07112122,-30.31505775,35.550409
15.75386821,7.500564575,-17.27221298,-30.17436028,35.5679607
15.76386421,7.673089981,-17.39618492,-30.06624413,35.57362219
15.77386021,7.757057667,-17.56477356,-29.97128487,35.59453793
15.78385721,7.757057667,-17.56477356,-29.97128487,35.59453793
15.79385321,7.861221313,-17.67678833,-29.87326241,35.59044047
15.80384921,7.958611965,-17.71479416,-29.78526115,35.5572105
15.81384621,8.014743805,-17.70039368,-29.71622276,35.50484403
15.82384221,8.089175224,-17.72280121,-29.59462929,35.43126474
15.83383821,8.174894333,-17.8307724,-29.48900414,35.41703978
15.84383521,8.267963409,-17.87832451,-29.42865944,35.412423
15.85383121,8.27240181,-17.96242905,-29.43449593,35.46083811
15.86382721,8.245512009,-18.04280281,-29.41575432,35.47982249
15.87382321,8.300430298,-18.14939117,-29.37064552,35.50960943
15.88382021,8.323013306,-18.21894836,-29.24918175,35.45020822
15.89381621,8.396497726,-18.22523117,-29.18554115,35.41830089
15.90381221,8.511594772,-18.3191185,-29.11319923,35.4346683
15.91380921,8.578672409,-18.42106247,-29.13270378,35.51962264
15.92380521,8.698256493,-18.49560547,-29.0169239,35.49266066
15.93380121,8.742585182,-18.56257057,-28.92444801,35.46301615
15.94379821,8.80093956,-18.58673859,-28.88046455,35.45426097
15.95379421,8.843756676,-18.68429565,-28.86514091,35.50368004
15.96379021,8.877819061,-18.76242828,-28.85399055,35.54429852
15.97378721,8.911746979,-18.78458977,-28.75853157,35.48708476
15.98378321,8.946596146,-18.78762054,-28.6970768,35.4476866
15.99377921,9.058929443,-18.91080856,-28.55795097,35.42935855
16.00377621,9.104665756,-18.96781158,-28.46301079,35.39513806
16.01377221,9.096963882,-18.98010445,-28.43673134,35.37862075
16.02376821,8.959752083,-18.82450294,-28.62179756,35.40969308
16.03376421,8.812064171,-18.7250576,-28.7532177,35.42637132
16.04376121,8.740087509,-18.71256256,-28.84919548,35.47992682
